Date;AC.PA;ACA.PA;ADP.PA;AI.PA;AIR.PA;ATO.PA;BN.PA;BNP.PA;CA.PA;CAP.PA;CDI.PA;CNP.PA;CS.PA;DG.PA;DSY.PA;EDF.PA;EI.PA;EN.PA;ENGI.PA;FP.PA;FTI.PA;GFC.PA;GLE.PA;HO.PA;HSB.PA;IAM.PA;ILD.PA;KER.PA;KN.PA;LI.PA;LR.PA;MC.PA;ML.PA;MRK.PA;OR.PA;ORA.PA;PM.PA;PUB.PA;RI.PA;RMS.PA;RNO.PA;SAF.PA;SAN.PA;SGO.PA;SLB.PA;SOLB.BR;STM.PA;SU.PA;SW.PA;UG.PA;VIE.PA;VIV.PA
2012-01-02;0.006000009277169823;0.0;0.0;0.003493647854739688;0.0;0.023133944201385443;0.011006400547129463;0.001437034550207609;0.010157862681731548;0.006954710152464417;0.011621783462924785;0.008959661374674919;0.0142792551719359;0.008814354170772823;-0.003506446299880917;-0.0013004579727336045;0.007225427759292522;0.0026091964122476026;-0.002987561370223072;0.011063289670622147;-0.001894698573996427;-0.0038024389508597893;-0.004817876703992432;-0.0008200020472892062;0.03875796386211364;-0.007281969806919453;0.015644017133655035;0.015469838859646286;0.017469428227063304;-0.008948568047669853;0.005746482089876317;0.00715882253431938;0.027940365583647195;0.010884478661779008;0.003904219522847319;0.0;-0.0063112281961217815;-0.002349665924701826;-0.005673478322334393;0.017358186717308093;0.028402405679280752;-0.00811809647635519;-1.029967947225541;0.023365112265881102;0.006506256915462936;0.028917247144543207;0.05037858069985664;0.04009029114183569;0.006851815091497468;0.04343425357618152;-0.011141793462961192;-0.006019950294759654
2012-01-03;-0.019633282919168944;-0.030461406958677665;-0.004349122910164346;-0.006380862501046991;0.0026495407028765128;-0.0009887971793562343;-0.02449938278472881;-0.02210308475685987;-0.039843755628681525;-0.0063567193063148245;-0.008862640075244958;-0.012967836323458643;-0.01715979258931663;-0.005915934901475342;-0.013017434086438216;-0.0523483821267161;-0.0016212164624862344;-0.01250524203775165;-0.020696021166136322;-0.007694181143209169;-0.0006775515740452499;-0.02234853144912243;-0.034685656731156714;-0.015709269993702774;-0.0033110800401953563;-0.009578617297069773;-0.0038105918233819216;-0.004836230586155906;0.0402484316777384;-0.027567442334709303;-0.005746482089876412;-0.01120832090529637;-0.009685249627692355;0.0013719247679851213;-0.009666379335859381;-0.025411006208507524;-0.0018345902514625711;-0.005410829959128709;-0.006125016473341588;0.012666389310829812;-0.020102127495311758;-0.016436326303364647;0.0009753781725193809;-0.02253885698303462;0.0012959383259295828;-0.001643077471534503;-0.03183988675236251;-0.02765577445790759;0.003945470239048894;-0.016067348194477516;-0.04029865175209462;-0.023833851198256484
2012-01-04;-0.03676323353000143;-0.053498767373953385;-0.018552808242686073;-0.017708758170189014;0.013143414500789347;-0.024169884107005594;-0.0031954102883387714;-0.055336802456140845;-0.044761805375580985;-0.03425896204147562;-0.007659652668346661;-0.016194590168067968;-0.05028156005815714;-0.014283867723109526;0.0021006191998345406;-0.02161952647346324;-0.01105790825559515;-0.02403329698517319;-0.02353614594144206;-0.006875673655060725;-0.009397353996829986;-0.06520426573161157;-0.05563691775728112;-0.021053443931199352;0.0;0.003203077690504115;-0.01246005393827963;0.007026940432330407;-0.07140679566793172;-0.04367520164523193;-0.015622154820022036;-0.00860316603222897;-0.005941744988797353;0.03270138682329173;0.0011056987961613914;-0.0213980535404234;0.03348418592049989;-0.011051414715983397;-0.0012572133080391227;0.006898719886341374;-0.007394655622352628;0.00954865351818203;0.01882736034476276;-0.019852146171254803;-0.01943257127313867;-0.040106496783383835;-0.01366016143402216;0.010049065091950716;-0.011340132399485049;-0.02578233466782245;-0.03306088514067673;-0.018409034067553516
2012-01-05;0.007618723486149606;0.012919084352443657;0.0038535717198788753;-0.002631256650388178;-0.005034791871069487;0.008648259554261416;-0.003412743660789867;-0.018972026369877628;-0.012563702375947873;0.017985286474885464;-0.0056761651703773255;0.0028530916245952977;-0.009141852045895741;-0.009587840534636962;0.009158901458756506;-0.00196326507601381;0.006178585730875211;-0.013394871217861936;-0.005548326697404463;0.003256163254462487;-0.030284229790594724;-0.023395682703513835;-0.032551539558715266;0.013944958812656493;0.0;0.004148721444457818;-0.0074458735204585794;-0.004825703104221426;0.006107496213522026;-0.013361064724273022;-0.0002019679082255018;-0.009595709103442367;-0.007262542857479105;-0.010670498979337872;-0.002951751747831168;0.0;-0.03331717801731779;0.034154776246245855;0.005576504910053362;-0.010050342487106137;0.024674969305909997;0.008816267319635272;0.005246968414731913;-0.01733568286798003;0.008080456990575767;-0.0026470591521830177;0.025899486570681172;-0.001883799656967521;0.008472296829871634;0.012974256130251756;-0.01015992899172377;-0.008127357595363883
2012-01-06;-0.016359125133777342;-0.02104818452910052;-0.0038535717198789577;-0.001265576738088098;0.004029832503641214;-0.0067681675638155275;0.014705405119807223;-0.019876264102754115;-0.0003012663060053031;0.00464782045559476;0.009938705532413088;-0.03373309378643148;-0.026469631468933132;0.003255520873054171;0.009709614311500867;-0.0022482930370430533;0.00883748431133984;-0.005493366879623064;-0.0067959555703417;-0.0007502346194838995;0.007447413040153564;-0.010614017832802886;-0.03697454660749285;-0.02056264948453101;-0.01503789917961602;0.0038143720754706925;0.0;0.0074480279165293805;-0.057965212770220695;0.004879260747935601;-0.004248834592021739;0.010504926731496675;0.00502536791812655;-0.013500051779011346;0.005405361020438983;-0.008518054921416801;0.017699503914211767;-0.004359663779012982;0.01954898686887944;0.03209721333697539;-0.004070473288614044;-0.0012851402998248099;0.014171117442369728;-0.0001713820098712108;0.0033635640022710283;-0.027682220803283534;-0.006827429716425592;0.00634401048334466;0.0057274907182728275;-0.04514431978618769;-0.017875425556712208;-0.013996047644021304
2012-01-09;0.04981567702157676;0.01813763714754396;0.033599092070496286;0.03300057151129595;0.006614046083363569;0.020875842597560534;-0.001839246546092432;0.05881986520187922;0.014646876770040734;0.019763150879439192;0.04247094603305032;0.02278606134553382;0.07282729315514987;0.033556715536784965;-0.013074189317894183;0.014248160894321958;0.01195922780121359;-0.015371906295661906;0.039632838593500266;0.011940451956723865;0.033588851087526794;0.06270842541926153;0.048472576893487176;0.023077252288067562;0.03474284149678816;-0.007963093519928435;0.0277174187625978;0.029673232435652227;0.016000857733386883;0.03326851880817179;0.033496050147274706;0.04573479880409527;0.023505660618277666;0.019182902516597038;0.016163475370125864;0.015701654459881843;-0.008893137278246746;0.022679149972641695;0.013272136736324363;-0.0008155722585146465;0.04507610937892678;0.00832515956081568;0.0032778899987676133;0.05795827141979382;0.03644742064075412;0.04177783223861438;0.04921490200298694;0.04275480962417824;0.0032075184469847057;0.05447575338308592;0.02645085618752723;-0.0024533554942978856
2012-01-10;-0.005329168000439216;0.007983568281276847;-0.006366979610909833;-0.0023500966382620082;0.005577578969495588;-0.011098639611040692;-0.010383083394727531;0.013930001417070473;-0.006549527110343182;-0.012531224512434698;-0.0023468766569748473;0.022077367076480857;0.0135465303973035;0.013621165236880636;-0.009838023727592796;-0.00027751468188438937;0.01146699292943376;0.0025785446634256446;-0.005162985760947786;-0.014069888188111238;-0.01692869550961875;0.011251816747971002;0.009796227176204524;0.03496137833123636;-0.016393862276976826;0.0;-0.02771741876259795;-0.00936582140570558;0.04145664867127318;0.010537625536798476;-0.0007847493649208229;-0.013986314609837711;-0.00868431250839022;0.0;-0.015428752541822528;0.0037823990561161643;0.00082669784816023;-0.0037444358942287617;-0.006207664569654354;-0.02185648199196082;0.003722508955991459;0.020202802535718527;0.012082093582906406;0.017324788687221968;-0.012487658497151199;0.02446461853043314;-0.027651292848794383;0.010270030496905155;0.013956609971800057;0.0023186304457693007;0.0017061643306984342;-0.01671802020014713
2012-01-11;0.037457323891712316;0.017674102512729793;0.013250037910598316;-0.003998629589922963;-0.005377938464150594;0.003285605536796346;-0.017197609709030177;0.03311236729435539;-0.006592919497889933;-0.01329864172668326;0.019524227937662456;0.027491308471905902;0.006704997421578838;-0.0023984866500918714;-0.007320082994320099;0.005534062634481647;0.0017526084545880455;0.002999996131157388;-0.0011772182026848841;-0.020906924010811026;0.0013758556337736395;0.039952202776662664;0.024539320171730425;0.003228527773659079;-0.01163766928419692;0.012710689080798634;-0.01859296145238351;-0.006005836790276719;0.025558574142231737;0.033218085423130254;0.006064860059159845;0.006143129027407476;0.01118148730028926;-0.008032076543390065;-0.008853967884378254;-0.009694513255099945;-0.009966712854823803;0.012779770791193634;0.0013528534356458007;0.010162726216476497;0.012587209875589332;0.005609382301934314;0.00736297438626272;0.0064991550338145245;-0.008412662230717894;0.022118244904520135;0.01752127488653721;-0.0015559712044197116;-0.019308025547703604;0.044552870392597026;0.026200316210844742;-0.0012529710207066034
2012-01-12;0.016288314338591414;-0.003794941944088603;0.0005560514129179824;0.0060425940429985146;0.0045830689082860246;0.008379081090982694;-0.010887680405546742;0.024842096651349836;0.008085155529708987;0.020081009800584367;-0.014835889989530428;-0.023674974604333706;0.0023836046359132553;-0.009937870629304901;-0.00016318815767673707;-0.009147946353870564;-0.006323703565267254;0.020749963588564735;-0.015430713234425074;-0.0008963201339574375;-0.024355764988461627;-0.004463998313765979;0.0027576454783482213;-0.005454059533669355;0.016584180548986478;-0.011112989427946201;-0.011215297365652596;-0.0017227402257805051;-0.001980710373020115;-0.00859942565073994;-0.0005853485763449611;-0.004384109450889425;-0.0028097952541459577;0.011359709837634393;-0.011803519474807752;-0.011501745464386197;0.0;-0.0006615452951416098;-0.009644990180361175;0.03905414568121128;0.00033347823970184687;-0.0012440452815354092;0.012303603697063894;0.01131207332234992;-0.007188250263276116;0.015876393507994007;-0.008218963190231675;0.013808563544516235;0.011558729023656287;0.0007385242771303595;-0.007142808336471132;-0.007531114367938241
2012-01-13;0.018870659967114744;0.010402047030469945;0.014531683156093057;-0.0019410215251826838;0.020659879669633136;0.0069055664205908696;-0.0034066823483121203;0.016070183658640155;-0.011096140063480834;0.02725913562253954;0.023613202681339845;0.01433146950817031;0.003327988853738554;0.004129075441800464;0.005536410172523785;-0.008108469456005497;0.004395636729956074;-0.0029379258700268076;0.006913991504229266;0.011974440691579576;0.0061797395754295175;0.0013866072205065865;0.0124679119814734;0.0010121473229659315;0.011447351012187124;0.0031877617048729208;0.002058334849349622;0.008156240485385118;-0.012974515826370913;-0.00250304540401557;-0.007640427958561704;0.02815879659544022;0.03632677394242668;0.0;0.00685054254085043;0.005554225899947503;0.009966712854823864;0.00672764229267649;0.009239214738220602;-0.013385523158283716;0.02892096708734438;0.011753996079190393;0.9299648646152119;0.000468485002102179;0.0005546581463071795;0.0006889145694158553;0.06901975549789985;-0.00561086963516926;0.0038821141426552234;0.04085318888695341;0.01647036330720855;0.013144030255874834
